GRUPO;IDENTIFICADOR;CODIGO;SERVICIO
ESPECIAL;6407;;PANEL DE ANALISIS: DELECION 1P19Q + METILACIÓN DEL PROMOTOR MGMT + SECUENCIACIÓN DEL IDH1, IDH2, TERT Y BRAF (INCLUYE LOH 10Q) + PDGFRA Y OLIG2
ESPECIAL;6408;;PANEL DE ENFERMEDADES DE TRANSMISION SEXUAL:CHLAMYDIA TRACHOMATIS , NEISSERIA GONORRHOEAE, UREAPLASMA URELYTICUM, UREAPLASMA PARVUM, MYCOPLASMA HOMINIS, MYCOPLASMA GENITALIUM, TRICOMONA V.
ESPECIAL;6409;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - 1 A 4  GENES
ESPECIAL;6410;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - 101 A 300 GENES
ESPECIAL;6411;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - 11 A 50 GENES
ESPECIAL;6412;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - 5 A 10 GENES
ESPECIAL;6413;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - 51 A 100 GENES
ESPECIAL;6414;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) - MAYOR A 300 GENES
ESPECIAL;6415;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES  - 5 A 10 GENES
ESPECIAL;6416;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES - 1 A 4  GENES
ESPECIAL;6417;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES - 101 A 300 GENES
ESPECIAL;6418;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES - 11 A 50 GENES
ESPECIAL;6419;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES - 51 A 100 GENES
ESPECIAL;6420;;PANEL DE SECUENCIACION DE SIGUIENTE GENERACION (NGS) + DELECIONES Y DUPLICACIONES - MAYOR A 300 GENES
ESPECIAL;6421;;PANEL MOLECULAR DE TROMBOSIS (6 MUTACIONES): FACTOR V LEIDEN + PROTROMBINA + MTHFR (MUTACIONES C677-T Y A1298C )
ESPECIAL;6423;;PANHIPOPITUITARISMO - 6 GENES: PROP1, POU1F1, LHX3, LHX4, HESX1 Y OTX2
ESPECIAL;6426;;PAPILOMAVIRUS POR PCR CON TIPIFICACION DE 14 CEPAS ( ALTO RIESGO)
ESPECIAL;6427;;PAPILOMAVIRUS POR PCR TIPIFICAC. DE 28 CEPAS ( ALTO Y BAJO RIESGO)
ESPECIAL;6430;;PARAINFLUENZA  VIRUS I-II-III: DETECCIÓN POR PCR
ESPECIAL;6432;;PARAMIOTONIA CONGENITA - GEN SCN4A - SECUENCIACION COMPLETA
ESPECIAL;6433;;PARAPARESIA ESPÁSTICA  ( PANEL MOLECULAR ) - MENOS DE 30 GENES.
ESPECIAL;6434;;PARAPLEJIA ESPASTICA AUTOSOMICA RECESIVA TIPO 30 -GEN  KIF1A - SECUENCIACION COMPLETA
ESPECIAL;6435;;PARAPLEJIA ESPASTICA FAMILIAR 3A - GEN SPG3A - SECUENCIACION COMPLETA. 
ESPECIAL;6439;;PARVOVIRUS B 19 DETECTOR 
ESPECIAL;6440;;PARVOVIRUS B19 CARGA VIRAL. PCR
ESPECIAL;6444;;PDGFRA MUTACION
ESPECIAL;6445;;PELIZAEUS MERZBACHER ENFERMEDAD - GEN PLP1 - SECUENCIACION COMPLETA
ESPECIAL;6463;;PNEUMOCYSTIS  (CARINII)  JIROVECI: DETECCION DE AG.
ESPECIAL;6464;;PNEUMOCYSTIS (CARINII) JIROVECI COLORACION
ESPECIAL;6465;;PNEUMOCYSTIS JIROVECII, CUALITATIVO POR P.C.R
ESPECIAL;6466;;POLIENDOCRINOPATIA AUTOINMUNE TIPO 1 (SINDROME POLIGLANDULAR AUTOINMUNE) – GEN AIRE – SECUENCIACION COMPLETA
ESPECIAL;6467;;POLIOMAVIRUS BK DETECCIÓN, POR PCR EN TIEMPO REAL
ESPECIAL;6468;;POLIOMAVIRUS BK: CARGA VIRAL
ESPECIAL;6469;;POLIOMAVIRUS JC DNA DETECTOR
ESPECIAL;6472;;POLIPOSIS ADENOMATOSA (PAF) - 6 GENES: APC, MUTYH, AXIN2, NTHL1, SCG5, POLD1, POLE
ESPECIAL;6473;;POLIPOSIS ADENOMATOSA FAMILIAR - GEN APC - MLPA
ESPECIAL;6474;;POLIPOSIS ADENOMATOSA FAMILIAR - GEN APC - SECUENCIACION COMPLETA.
ESPECIAL;6475;;POLIPOSIS ADENOMATOSA FAMILIAR - GEN APC Y MUTYH. SECUENCIACION COMPLETA.
ESPECIAL;6476;;POLIQUISTOSIS RENAL - GEN PKD1 - SECUENCIACION COMPLETA
ESPECIAL;6478;;PORFIRIA AGUDA INTERMITENTE - GEN HMBS - SECUENCIACION COMPLETA
ESPECIAL;6488;;PRA CLASE I - II CUALITATIVO
ESPECIAL;6489;;PRA CLASE I CUANTITATIVO
ESPECIAL;6490;;PRA CLASE II CUANTITATIVO
ESPECIAL;6491;;PRADER WILLI / ANGELMAN  SINDROME (METILACIÓN)
ESPECIAL;6493;;PRECALICREINA ACTIVIDAD (FACTOR DE FLETCHER)
ESPECIAL;6497;;PREGABALINA
ESPECIAL;6499;;PRIMIDONA
ESPECIAL;6511;;PROPOXIFENO EN SUERO CUANTITATIVO
ESPECIAL;6512;;PROPRANOLOL (INDERAL)
ESPECIAL;6514;;PROTEINA 14-3-3 EN FLUIDO ESPINAL (ENFERMEDAD CREUTZFELDT)-JAKOB
ESPECIAL;6536;;PROTROMBINA MUTACION G20210A
ESPECIAL;6538;;PRUEBA DE NEUTRALIZACION POR PLAQUETAS
ESPECIAL;6539;;PSEUDOHERMAFRODITISMO MASCULINO POR DEFICIENCIA EN 5-ALFA-REDUCTASA - GEN SRD5A2. SECUENCIACIÓN COMPLETA.
ESPECIAL;6540;;PT DILUCIONES (PT CORREGIDO)
ESPECIAL;6541;;PTERINAS EN LIQUIDO CEFALORRAQUÍDEO
ESPECIAL;6542;;PTT CRUZADO (ANTICOAGULANTES CIRCULANTES)
ESPECIAL;6543;;PTT DILUCIONES (PTT CORREGIDO)
ESPECIAL;6545;;QNATAL ADVANCED: DIAGNÓSTICO PRENATAL NO INVASIVO
ESPECIAL;6546;;QT CORTO - 8 GENES: CACNA1B, CACNA1C, CACNA1D, CACNA2D1, CACNB2, KCNH2, KCNJ2, KCNJQ1
ESPECIAL;6547;;QT LARGO - 13 GENES: AKAP9, ANK2, CACNA1C, CAV3, KCNE1, KCNE2, KCNH2, KCNJ2, KCNJ5, KCNQ1, SCN4B, SCN5A, SNTA1
ESPECIAL;6549;;QUIMERISMO MOLECULAR: POS-TRANSPLANTE: PACIENTE
ESPECIAL;6550;;QUIMERISMO MOLECULAR: PRE-TRANSPLANTE: PACIENTE
ESPECIAL;6551;;QUIMERISMO MOLECULAR: PRE-TRANSPLANTE: PACIENTE Y DONANTE
ESPECIAL;6556;;RABIA TITULO DE ANTICUERPOS
ESPECIAL;6557;;RAQUITISMO HIPOFOSFATEMICO - 7 GENES: ALPL, CYP27B1, CMP1, ENPP1, FGF23, PHEX, SLC34A3
ESPECIAL;6558;;RAQUITISMO HIPOFOSFATÉMICO - GEN FGF23 - SECUENCIACION COMPLETA.
ESPECIAL;6559;;RAQUITISMO HIPOFOSFATEMICO LIGADO AL CROMOSOMA X - GEN PHEX -  SECUENCIACION COMPLETA.
ESPECIAL;6560;;RAQUITISMO HIPOFOSFATEMICO LIGADO AL CROMOSOMA X - GEN PHEX - MEDIANTE MLPA
ESPECIAL;6561;;RAQUITISMO, PSEUDODEFICIENCIA DE VITAMINA D - GEN CYP27B1 - SECUENCIACION COMPLETA.
ESPECIAL;6829;;REGIONES SUBTELOMÉRICAS (DELECCIONES Y DUPLICACIONES) - MLPA.
ESPECIAL;6839;;RETINOBLASTOMA - GEN RB1 -  MLPA
ESPECIAL;6840;;RETINOBLASTOMA - GEN RB1 -  SECUENCIACIÓN COMPLETA
ESPECIAL;6842;;RETINOSQUISIS JUVENIL LIGADA AL CROMOSOMA X - GEN RS1 - SECUENCIACION COMPLETA
ESPECIAL;6843;;RETRASO EN EL CRECIMIENTO POR DEFICIT EN EL FACTOR DE CRECIMIENTO INSULINICO DE TIPO 1 - GEN IGF1- SECUENCIACION COMPLETA
ESPECIAL;6844;;RETT SINDROME - 19 GENES: MECP2, CDKL5, FOXG1, CHL1, CNTNAP2, CNTN4, EHMT1, GABRA5, GABRB3, FABRG3, MBD5, MECP2, NRXN1, RAI1, SLC9A6, TCF4, UBE3A, ZEB2, UBE3A
ESPECIAL;6850;;RICKETTSIA SPP DNA - PCR
ESPECIAL;6856;;RUBEOLA VIRUS (RUBV) RNA - DETECCION POR  PCR
ESPECIAL;6864;;SCHWANOMATOSIS - GEN SMARCB1 - MLPA
ESPECIAL;6868;;SECUENCIACION EXOMICA COMPLETA  -  19.000 GENES
ESPECIAL;6876;;SIMPSON GOLABI BEHMEL  SINDROME - 7 GENES: GPC3, GPC4, EZH2, NRCAM, NFIX, NSD1, MED12
ESPECIAL;6877;;SINDROME AARSKOG  SCOTT  - GEN FGD1 - MLPA
ESPECIAL;6878;;SINDROME AARSKOG  SCOTT - GEN FGD1 - SECUENCIACION COMPLETA.
ESPECIAL;6879;;SINDROME ADAMS-OLIVER - GEN DOCK6 -  SECUENCIACION COMPLETA
ESPECIAL;6880;;SÍNDROME ALSTROM - GEN ALMS1 - SECUENCIACION COMPLETA.
ESPECIAL;6881;;SINDROME BARDET - BIEDL - GEN BBS1 - SECUENCIACION COMPLETA.
ESPECIAL;6882;;SINDROME BECKWITH  - WIEDEMANN - GEN CDKN1C. SECUENCIACION COMPLETA
ESPECIAL;6883;;SINDROME BECKWITH-WIEDEMANN  - METILACION DE LA  REGIÓN  11P15 - GEN H19
ESPECIAL;6884;;SINDROME BERARDINELLI - GEN AGPAT2 - SECUENCIACION COMPLETA
ESPECIAL;6885;;SINDROME BERNARD-SOULIER - GEN GP1BA - SECUENCIACION COMPLETA
ESPECIAL;6886;;SINDROME BLAU - GEN NOD2 - SECUENCIACION COMPLETA
ESPECIAL;6887;;SINDROME BRUGADA -  GEN SCN5A - SECUENCIACION COMPLETA.
ESPECIAL;6888;;SINDROME CEREBROOCULOPAFIOESQUELETICO - GEN ERCC6 - SECUENCIACION COMPLETA
ESPECIAL;6889;;SINDROME CHARCOT MARIE TOOTH  TIPO 1A   (CMT1A) - GEN PMP22 -  MLPA.
ESPECIAL;6890;;SINDROME CHARCOT MARIE TOOTH  TIPO 1A   (CMT1A) - GEN PMP22 -  SECUENCIACION COMPLETA.
ESPECIAL;6891;;SINDROME CORNELIA DE LANGE - GEN NIPBL - SECUENCIACION COMPLETA
ESPECIAL;6892;;SINDROME CORNELIA DE LANGE - GEN SMC1A - SECUENCIACION COMPLETA
ESPECIAL;6893;;SINDROME COSTELLO – GEN HRAS - SECUENCIACION COMPLETA
ESPECIAL;6894;;SINDROME COWDEN - GEN PTEN - SECUENCIACIÓN COMPLETA.
ESPECIAL;6895;;SINDROME CRIGLER NAJAR - GEN UGT1A1 - SECUENCIACION COMPLETA 
ESPECIAL;6896;;SINDROME CROUZON - GEN FGFR2 (CRANEOSINOSTOSIS)  - SECUENCIACIÓN COMPLETA . 
ESPECIAL;6897;;SINDROME DE ALPORT - GEN COL4A5 -  SECUENCIACION COMPLETA.
ESPECIAL;6898;;SINDROME DE ALPORT - GENES COL4A5, COL4A3, COL4A4 - SECUENCIACION COMPLETA.
ESPECIAL;6899;;SINDROME DE CARPENTER – GEN RAB23 - SECUENCIACION COMPLETA
ESPECIAL;6900;;SINDROME DE CHARGE - GEN CHD7 – SECUENCIACION COMPLETA
ESPECIAL;6901;;SINDROME DE CROUZON - GEN FGFR2 - MLPA
ESPECIAL;6902;;SINDROME DE DEPLECION DEL ADN MITOCONDRIAL, FORMA HEPATOCEREBRAL POR DEFICIT DE DGUOK - GEN DGUOK. SECUENCIACIÓN COMPLETA
ESPECIAL;6903;;SINDROME DE INSENSIBILIDAD A LOS ANDROGENOS - GEN AR - MLPA DELECION/DUPLICACION
ESPECIAL;6904;;SINDROME DE KALLMAN TIPO I - GEN KAL1. SECUENCIACION COMPLETA
ESPECIAL;6905;;SINDROME DE LARON - GEN GHR - SECUENCIACION COMPLETA
ESPECIAL;6906;;SINDROME DE MARFAN - GEN FBN1  - DELECIÓN / DUPLICACIÓN ( MLPA)
ESPECIAL;6907;;SINDROME DE MARFAN - GEN FBN1 - SECUENCIACION COMPLETA.
ESPECIAL;6908;;SINDROME DE MARSHALL  - GEN COL11A1 -  SECUENCIACION COMPLETA MEDIANTE NGS
ESPECIAL;6909;;SINDROME DE NOONAN / LEOPARD  - GEN PTPN11 - SECUENCIACION COMPLETA.
ESPECIAL;6910;;SINDROME DE PALLISTER HALL - GEN GLI3 - SECUENCIACION COMPLETA
ESPECIAL;6911;;SINDROME DE PEUTZ JEGHERS – GEN STK11 – SECUENCIACION COMPLETA
ESPECIAL;6912;;SINDROME DE PEUTZ-JEGHERS – GEN STK11 – DELECIONES/DUPLICACIONES (MLPA)
ESPECIAL;6913;;SINDROME DE RETT - GEN MECP2  - MLPA DELECION/DUPLICACION
ESPECIAL;6914;;SINDROME DE SILVER-RUSSELL, DISOMIA UNIPARENTAL MATERNA CROMOSOMA 7
ESPECIAL;6915;;SINDROME DEL CONDUCTO MÜLLERIANO PERSISTENTE - GEN AMH - SECUENCIACION COMPLETA
ESPECIAL;6916;;SINDROME DIGEORGE - VELOCARDIOFACIAL  (MICRODELECIÓN 22Q11.2) - MLPA.
ESPECIAL;6917;;SINDROME DRAVET (EPILEPSIA MIOCLONICA INFANTIL)  - GEN SCN1A - SECUENCIACION.
ESPECIAL;6918;;SINDROME DRAVET (EPILEPSIA MIOCLONICA INFANTIL) - GEN SCN1A - DELECCION (MLPA)
ESPECIAL;6919;;SINDROME EHLERS DANLOS   MENOS DE 30 GENES.
ESPECIAL;6920;;SINDROME EHLERS DANLOS TIPO IV (VASCULAR)  - GEN COL3A1 - SECUENCIACIÓN COMPLETA.
ESPECIAL;6921;;SINDROME EHLERS-DANLOS TIPO III  - GEN TNXB - SECUENCIACION COMPLETA.
ESPECIAL;6922;;SINDROME FANCONI-BICKEL - GEN SLC2A2. SECUENCIACION COMPLETA
ESPECIAL;6923;;SINDROME GORLIN - GEN PTCH1 - MLPA.
ESPECIAL;6924;;SINDROME GORLIN - GEN PTCH1 - SECUENCIACION COMPLETA.
ESPECIAL;6925;;SINDROME HALLERMANN-STREIFF - GEN GJA1 - SECUENCIACIÓN COMPLETA
ESPECIAL;6926;;SINDROME HIPER IGE AUTOSOMICO DOMINANT - GEN STAT3 - SECUENCIACION COMPLETA.
ESPECIAL;6927;;SINDROME HOLT-ORAM -  GEN TBX5 -  SECUENCIACION COMPLETA
ESPECIAL;6928;;SINDROME INSENSIBILIDAD A LOS ANDROGENOS  - GEN AR - SECUENCIACION COMPLETA. 
ESPECIAL;6929;;SINDROME JARCHO LEVIN (DISOSTOSIS ESPONDILOCOSTAL AUTOSÓMICA RECESIVA) -  5 GENES: HES7, MESP2, LFNG, DLL3. NEXTGENEDX
ESPECIAL;6930;;SINDROME JOUBERT TIPO4 – GEN NPHP1 – MEDIANTE MLPA
ESPECIAL;6931;;SINDROME JOUBERT TIPO4 – GEN NPHP1 – SECUENCIACION COMPLETA
ESPECIAL;6932;;SÍNDROME KABUKI - GEN  KMT2D (MLL2) -  SECUENCIACION  COMPLETA.
ESPECIAL;6933;;SINDROME KABUKI - GEN KDM6A. SECUENCIACION COMPLETA
ESPECIAL;6934;;SINDROME LARSEN – GEN FLNB - SECUENCIACIÓN COMPLETA.
ESPECIAL;6935;;SINDROME LESCH-NYHAN - GEN HPRT1 - SECUENCIACION COMPLETA
ESPECIAL;6936;;SINDROME LI FRAUMENI – GEN TP53 - MLPA.
ESPECIAL;6937;;SINDROME LI FRAUMENI - GEN TP53 - SECUENCIACIÓN COMPLETA.
ESPECIAL;6938;;SÍNDROME LINFOPROLIFERATIVO AUTOINMUNE – GEN CASP10 - SECUENCIACION COMPLETA.
ESPECIAL;6939;;SINDROME LINFOPROLIFERATIVO AUTOINMUNE - GEN FAS -SECUENCIACION COMPLETA.
ESPECIAL;6940;;SINDROME LOEYS-DIETZ - 4 GENES: TGFBR2, SMAD3, TGFBR1, TGFB2. 
ESPECIAL;6941;;SINDROME LOEYS-DIETZ - GENES TGFR1, TGFR2 -  MLPA.
ESPECIAL;6942;;SINDROME MARFAN  - 3 GENES: FBN1,TGFBR1,TGFBR2 -SECUENCIACION COMPLETA.
ESPECIAL;6943;;SINDROME MCCUNE-ALBRIGHT – GEN GNAS - SECUENCIACION COMPLETA
ESPECIAL;6944;;SINDROME MELAS  - MT-TL1- DETECCIÓN DE LAS MUTACIONES M.3243A>G, M.3271T>C Y M.3252A>G - SECUENCIACIÓN
ESPECIAL;6945;;SINDROME MENKES - GEN ATP7A.  SECUENCIACION COMPLETA. 
ESPECIAL;6946;;SÍNDROME MOWAT WILSON - GEN ZEB2 - SECUENCIACION COMPLETA
ESPECIAL;6947;;SINDROME MUCOPOLISACARIDOSIS TIPO 3A - SANFILIPPO – GEN SGSH - SECUENCIACION COMPLETA.
ESPECIAL;6948;;SÍNDROME MUCOPOLISACARIDOSIS TIPO 3B - SANFILIPPO – GEN NAGLU.  SECUENCIACION COMPLETA
ESPECIAL;6949;;SÍNDROME MUCOPOLISACARIDOSIS TIPO 3C - SANFILIPPO  – GEN HGSNAT - SECUENCIACION COMPLETA.
ESPECIAL;6950;;SÍNDROME MUCOPOLISACARIDOSIS TIPO 3D - SANFILIPPO  – GEN GNS - SECUENCIACION COMPLETA.
ESPECIAL;6951;;SINDROME NETHERTON  - GEN SPINK5 -  SECUENCIACION COMPLETA
ESPECIAL;6952;;SINDROME NIEMANN PICK - GEN NPC1 - SECUENCIACION COMPLETA.
ESPECIAL;6953;;SINDROME NIEMANN PICK - GEN NPC2 - SECUENCIACION COMPLETA.
ESPECIAL;6954;;SINDROME NIEMANN-PICK TIPO A Y B (ESFINGOMIELINASA DEFICIENCIA ) - GEN SMPD1 - SECUENCIACION COMPLETA. 
ESPECIAL;6955;;SINDROME NOONAN - GEN NRAS -  SECUENCIACION 
ESPECIAL;6956;;SINDROME NOONAN - GENES: MAP2K1,PTPN11,KRAS,SOS1,RAF1,BRAF,NRAS -SECUENCIACION.
ESPECIAL;6957;;SINDROME PROTEUS  -  GEN AKT1 - SECUENCIACION COMPLETA.
ESPECIAL;6958;;SINDROME QT LARGO - 12 GENES: AKAP9, ANK2, CACNA1C, CAV3, KCNE1, KCNE2, KCNH2, KCNJ2, KCNQ1, SCN4B, SCN5A, SNTA1
ESPECIAL;6959;;SINDROME RETT  - GEN MECP2 - SECUENCIACION COMPLETA
ESPECIAL;6960;;SINDROME ROBINOW – GEN ROR2 -  SECUENCIACION COMPLETA
ESPECIAL;6961;;SINDROME ROBINOW – GEN ROR2 - MLPA
ESPECIAL;6962;;SINDROME ROBINOW - GEN WNT5A - SECUENCIACION COMPLETA
ESPECIAL;6963;;SINDROME ROTHMUND-THOMPSON. GEN RECQL4 - SECUENCIACION COMPLETA.
ESPECIAL;6964;;SINDROME RUBINSTEIN  TAYBI  - GEN CREBBP - SECUENCIACION COMPLETA
ESPECIAL;6965;;SINDROME RUBINSTEIN-TAYBI – GEN CREBBP – ANALISIS MEDIANTE MLPA
ESPECIAL;6966;;SINDROME RUSSELL - SILVER : METILACION H19
ESPECIAL;6967;;SINDROME SJOGREN-LARSSON - GEN ALDH3A2 - SECUENCIACION COMPLETA
ESPECIAL;6968;;SINDROME SOTOS - GEN NSD1 - MLPA
ESPECIAL;6969;;SINDROME SOTOS - GEN NSD1 - SECUENCIACION COMPLETA
ESPECIAL;6970;;SINDROME STARGARDT – GEN ABCA4 - MLPA.
ESPECIAL;6971;;SINDROME STARGARDT – GEN ABCA4 - SECUENCIACION COMPLETA.
ESPECIAL;6972;;SINDROME TOWNES BROCKS - GEN SALL1 – MLPA
ESPECIAL;6973;;SINDROME TOWNES BROCKS - GEN SALL1- SECUENCIACION COMPLETA
ESPECIAL;6974;;SÍNDROME TREACHER COLLINS - GEN TCOF1. SECUENCIACION COMPLETA
ESPECIAL;6975;;SINDROME USHER TIPO 2A - GEN USH2A - MLPA DELECION/DUPLICACION
ESPECIAL;6976;;SINDROME VON HIPPEL LINDAU – GEN VHL -SECUENCIACION COMPLETA
ESPECIAL;6977;;SINDROME WAARDENBURG TIPO 1  - GEN PAX3 - SECUENCIACION COMPLETA
ESPECIAL;6978;;SINDROME WILLIAMS - BEUREN (WBS) - DETECCION DE DELECIONES EN LA REGION GENOMICA 7Q11.2 MEDIANTE MLPA
ESPECIAL;6979;;SINDROME WILSON -  GEN ATP7B - SECUENCIACION COMPLETA. 
ESPECIAL;6980;;SINDROME WILSON - GEN ATP7B - MLPA
ESPECIAL;6981;;SINDROME WISKOTT - ALDRICH - GEN WAS - SECUENCIACION COMPLETA.
ESPECIAL;6982;;SINDROME X FRAGIL POR PCR ( GEN FMR1) - TAMIZAJE
ESPECIAL;6983;;SINDROMES DE BLOOM, WILMS, SOTOS, NIJMGEN, PERLMAN, CURRARINO, ROTHMUND-THOMSON, WERNER - 11 GENES: BLM, NBN, NSD1, RAD50, WT1, DIS3L2, MNX1, NFIX, RECQL4, WRN, SMARCA4
ESPECIAL;6984;;SIROLIMUS (RAPAMICINA)
ESPECIAL;6985;;SLA (ANTÍGENO SOLUBLE DE HÍGADO)
ESPECIAL;6991;;SORDERA NEUROSENSORIAL NO SINDRÓMICA - GEN GJB2 -SECUENCIACION  COMPLETA.
ESPECIAL;6992;;SORDERA NO SINDROMICA  ( PANEL MOLECULAR ) - MENOS DE 100 GENES.
ESPECIAL;6994;;SRY GEN-(SEX-DETERMINING REGION Y) SECUENCIACION COMPLETA
ESPECIAL;6995;;STR’S DE CROMOSOMA Y
ESPECIAL;6999;;STREPTOCOCCUS PNEUMONIAE: DETECCIÓN AG (LATEX)
ESPECIAL;7000;;STREPTOCOCCUS PNEUMONIAE: DETECCION POR PCR EN TIEMPO REAL
ESPECIAL;7001;;STRONGYLOIDES STERCOLARIS DNA PCR
ESPECIAL;7004;;SULFONILUREA EN SUERO
ESPECIAL;7014;;TACROLIMUS 
ESPECIAL;7017;;TBC POR PCR (M. TUBERCULOSIS) SOLO PARA MUESTRAS DE TEJIDOS O BIOPSIAS
ESPECIAL;7018;;TEOFILINA NIVELES SERICOS (AMINOFILINA)
ESPECIAL;7019;;TEST DE ALIENTO CON 14C - UREA ( HELICOBACTER PILORY )
ESPECIAL;7020;;TEST DE TZANK
ESPECIAL;7032;;TOBRAMICINA
ESPECIAL;7034;;TOPIROMATO NIVELES SERICOS
ESPECIAL;7037;;TOXOCARA CANNIS POR PCR (DETECTOR)
ESPECIAL;7038;;TOXOPLASMA  GONDII EN LIQUIDO AMNIOTICO POR PCR
ESPECIAL;7039;;TOXOPLASMA GONDII DETECCION POR PCR
ESPECIAL;7040;;TOXOPLASMA GONDII PCR CUANTITATIVA (CARGA VIRAL)
ESPECIAL;7052;;TRANSLOCACION BCR-ABL CROM. FILADELFIA (9:22) CUALITATIVA 
ESPECIAL;7053;;TRANSLOCACION BCR-ABL: CROM. FILADELFIA. (9:22) CUANTIFICACION 
ESPECIAL;7054;;"TRASLOCACIÓN PML/RARA T (15;17) (Q22: Q21) ANALISIS POR RT-PCR"
ESPECIAL;7055;;"TRASLOCACIÓN PML/RARA T (15;17) (Q22: Q21) ANALISIS POR RT-PCR: CUANTITATIVA"
ESPECIAL;7056;;TRASTORNOS DEL CICLO DE LA UREA - 8 GENES: ARG1, ASL, ASS1, CPS1, NAGS, OTC, SLC25A13, SLC25A15.
ESPECIAL;7057;;TRASTORNOS DEL CICLO DE LA UREA - 8 GENES: ARG1, ASL, ASS1, CPS1, NAGS, OTC, SLC25A13, SLC25A15. 
ESPECIAL;7058;;TRASTORNOS LISOSOMALES METABOLICOS - 12 GENES: AGA, CTNS, CTSA, GAMT, GATM, GNE, MLYCD, MVK, SLC17A5, SLC6A8, SUMF1, XDH 
ESPECIAL;7059;;TREACHER COLLINS SINDROME - 3 GENES: POLR1C, POLR1D, TCOF1 
ESPECIAL;7069;;TROMBOCITEMIA SOMATICA – GEN CALR – SECUENCIACION COMPLETA
ESPECIAL;7070;;TROMBOFILIA HEREDITARIA POR DEFICIENCIA CONGÉNITA DE PROTEÍNA S - GEN PROS1 - SECUENCIACION COMPLETA.
ESPECIAL;7071;;TROMBOFILIA HEREDITARIA, GENES: MENOS DE 30 GENES - 
ESPECIAL;7072;;TROMBOPLASTINA TISULAR (TIT) TEST DE INHIBICION
ESPECIAL;7076;;TRYPANOSOMA CRUZY POR PCR
ESPECIAL;7080;;TUMOR DE WILMS - GEN WT1- SECUENCIACION COMPLETA
ESPECIAL;7081;;URBADAN (CLOBAZAM): NIVELES SERICOS
ESPECIAL;7084;;UREAPLASMA URELYTICUM Y UREAPLASMA PARVUM. POR PCR ( MÁS PANEL DE ENFERMEDADES DE TRASMISIÓN SEXUAL)
ESPECIAL;7087;;VANCOMICINA NIVELES SERICOS. 
ESPECIAL;7092;;VIGABATRIN, NIVELES SÉRICOS
ESPECIAL;7111;;VORICONAZOL NIVELES SERICOS
ESPECIAL;7112;;WARFARINA  (CUALITATIVA)
ESPECIAL;7113;;WARFARINA NIVELES SERICOS 
ESPECIAL;7114;;WISKOTT ALDRICH SINDROME - 2 GENES: WAS, WIPF1 
GASES;5326;;BICARBONATO EN SUERO
GASES;1606;;BICARBONATO STD
GASES;1506;;GASOMETRIA ARTERIAL
GASES;1507;;GASOMETRIA VENOSA
GASES;1094;;LACTATO
GASES;1607;;RESERVA ALCALINA
GENETICA;547;;ACIDO GRASOS DE CADENA MUY LARGA
GENETICA;530;;ACIDOS GRASOS DE CADENA IMPAR
GENETICA;549;;ACIDOS GRASOS ESENCIALES
GENETICA;552;;ACIDOS ORGANICOS URINARIOS
GENETICA;553;;AMINOACIDOS EN PLASMA
GENETICA;554;;AMINOACIDOS EN SANGRE- PRUEBA CUALITATIVA
GENETICA;548;;ARISULFATASA   A
GENETICA;526;;CARIOTIPO
GENETICA;539;;CARIOTIPO CON FRAGILIDAD
GENETICA;545;;CARIOTIPO EN ABORTO
GENETICA;544;;CARIOTIPO EN EFUSIONES
GENETICA;542;;CARIOTIPO EN LIQUIDO AMNIOTICO
GENETICA;543;;CARIOTIPO EN MEDULA OSEA
GENETICA;541;;CROSS MACH
GENETICA;540;;FENILCETONURIA
GENETICA;2459;;G1PUT / GALACTOSEMIA CLASICA
GENETICA;2460;;IRT-FQ
GENETICA;2463;;METABOLICO ALTO RIESGO POR MS/MS AMINOACIDEMIAS+ACILCARNITINAS (ESPECTOMETRIA DE MASA TANDEN)
HECES;578;;ADENOVIRUS
HECES;5157;;ALFA 1 ANTITRIPSINA EN HECES
HECES;568;;AZUCARES REDUCTORES EN DEPOSICIONES
HECES;5382;;CALPROTECTINA EN HECES
HECES;2417;;CHLOSTRIDIUM DIFFICILE, TOXIN A-B
HECES;585;;CITOLOGIA DE MOCO FECAL
HECES;586;;CLOSTRIDIUM DIFF.
HECES;557;;CRIPTOSPORIDIUM + GIARDA AG.
HECES;2415;;CRIPTOSPORIDIUM PARVAS AG.
HECES;588;;CRISTALES DE CHARCOT- LEYDEN 
HECES;561;;CRYPTOSPORIDIUM
HECES;569;;DIRECTO #2
HECES;571;;DIRECTO #3
